category,date,developer,name,platforms,price,rate,reviews_numbers,tags
Simulation Games/Kitfox Games Franchise,"6 Dec, 2022",Bay 12 Games,Dwarf Fortress,"win,linux","207,87zł",Overwhelmingly Positive,26404,"Dwarf,Colony,Sim,Strategy,Simulation,Base,Building,City,Builder,Sandbox,Management,Building,Survival,Roguelike,Open,World,Procedural,Generation,Resource,Management,Fantasy,Crafting,Economy,Moddable,Difficult,Exploration"
Adventure Games,"6 Feb, 2025",YCJY Games,Keep Driving,win,"63,00zł",Very Positive,2414,"Pixel,Graphics,Atmospheric,RPG,Adventure,Inventory,Management,Driving,Exploration,Indie,Multiple,Endings,Singleplayer,2D,Resource,Management,Open,World,Procedural,Generation,Party-Based,RPG,1990's,Simulation,Turn-Based,Tactics,Automobile,Sim,Character,Customization"
Indie Games,"29 Jan, 2014",Panic Art Studios Ltd,Hero Siege,"win,linux","403,89zł",Mixed,33052,"Action,RPG,Hack,and,Slash,Pixel,Graphics,Action,Roguelike,RPG,Multiplayer,Co-op,Action,Indie,Adventure,Roguelike,2D,Top-Down,Local,Co-Op,Roguelite,Bullet,Hell,Fantasy,Difficult,Controller,Singleplayer"
Adventure Games,"28 Jun, 2023",MINTROCKET,DAVE THE DIVER,"win,mac","111,58zł",Overwhelmingly Positive,115633,"Pixel,Graphics,Casual,Management,Adventure,Relaxing,Exploration,RPG,Fishing,Underwater,Simulation,Singleplayer,Farming,Sim,Roguelite,Story,Rich,2D,Crafting,Funny,Agriculture,Action,Indie"
Adventure Games/Akupara Games Franchise,"28 Mar, 2017",Videocult,Rain World,win,"225,87zł",Very Positive,33673,"Difficult,Atmospheric,Survival,Exploration,Indie,Pixel,Graphics,Platformer,2D,Post-apocalyptic,Open,World,Adventure,2D,Platformer,Cute,Survival,Horror,Metroidvania,Physics,Singleplayer,Simulation,Souls-like,Action"
"Indie Games/WhySoSerious,inc Franchise","21 Jan, 2022",WSS playgroundxemono,NEEDY STREAMER OVERLOAD,"win,mac","23,19zł",Very Positive,43599,"Psychological,Horror,Anime,Visual,Novel,Sexual,Content,Cute,Pixel,Graphics,Multiple,Endings,Psychological,2D,Dark,Humor,Story,Rich,Point,&,Click,Psychedelic,Choose,Your,Own,Adventure,Singleplayer,Colorful,Hentai,Adventure,Text-Based,Conversation"
Indie Games,"2 Nov, 2016",Visualnoveler,Anime Studio Simulator,"win,mac,linux",None,Mixed,47,"Anime,Simulation,Indie,Visual,Novel,Sexual,Content"
Action Games,"20 Oct, 2022",poncle,Vampire Survivors,"win,mac","65,53zł",Overwhelmingly Positive,236785,"Action,Roguelike,Bullet,Hell,Pixel,Graphics,Roguelite,Vampire,2D,Indie,Singleplayer,Casual,Arcade,Action,Roguelike,RPG,Controller,Retro,Score,Attack,Dark,Fantasy,Local,Co-Op,Action,RPG,1980s"
Action Games/Nicalis Franchise/The Binding of Isaac: Afterbirth/Downloadable Content,"3 Jan, 2017","Nicalis, Inc.Edmund McMillen",The Binding of Isaac: Afterbirth+,"win,mac,linux","183,96zł",Mixed,6568,"Indie,Action,Roguelike,Difficult,Replay,Value,Adventure,Action,Pixel,Graphics,Moddable,Roguelike,Singleplayer,Great,Soundtrack,2D,Dungeon,Crawler,Local,Co-Op,Dark,Gore,Roguelite,Atmospheric,Horror,Twin,Stick,Shooter"
RPG Games/DECK13 Interactive Franchise,"15 Oct, 2024",Just2D,Drova - Forsaken Kin,"win,mac,linux",None,Overwhelmingly Positive,6504,"RPG,Exploration,Action,RPG,2D,Character,Customization,Pixel,Graphics,CRPG,Souls-like,Open,World,Choices,Matter,Dark,Fantasy,Action,Story,Rich,Dynamic,Narration,Fantasy,Magic,Singleplayer,Mystery,Adventure,Atmospheric"
Strategy Games,"20 May, 2024",Lavapotion,Songs of Conquest,"win,mac","43,86zł",Very Positive,10270,"Local,Multiplayer,Turn-Based,Tactics,4X,Tactical,Turn-Based,Strategy,Turn-Based,Combat,Fantasy,Strategy,RPG,Strategy,Pixel,Graphics,Magic,Atmospheric,Lore-Rich,Retro,Story,Rich,Tactical,RPG,2.5D,Old,School,Controller,Co-op"
Action Games/Nicalis Franchise/The Binding of Isaac: Rebirth/Downloadable Content,"30 Oct, 2015","Nicalis, Inc.Edmund McMillen",The Binding of Isaac: Afterbirth,"win,mac,linux","183,96zł",Very Positive,7187,"Action,Roguelike,Replay,Value,Difficult,Indie,Great,Soundtrack,Dungeon,Crawler,Roguelike,Singleplayer,Action,Dark,Adventure,Roguelite,Pixel,Graphics,Gore,Survival,Co-op,2D,Atmospheric,Procedural,Generation,Horror"
RPG Games,"15 Sep, 2015",tobyfox,Undertale,"win,mac,linux",None,Overwhelmingly Positive,239544,"Great,Soundtrack,Story,Rich,Choices,Matter,Multiple,Endings,Pixel,Graphics,Funny,RPG,Singleplayer,Indie,2D,Comedy,Replay,Value,Bullet,Hell,Cute,Memes,Retro,Dark,Psychological,Horror,Dating,Sim,Horror"
Action Games/Marvel's Spider-Man Franchise,"30 Jan, 2025",Insomniac GamesNixxes Software,Marvel's Spider-Man 2,win,"299,00zł",Mostly Positive,13135,"Action,Superhero,Open,World,Singleplayer,Adventure,Action-Adventure,Third,Person,LGBTQ+,Story,Rich,Political,Comic,Book,Stealth,Great,Soundtrack,Politics,Atmospheric,Controller,Exploration,Beat,'em,up,Multiplayer,Combat"
Action Games/Nicalis Franchise/The Binding of Isaac: Rebirth/Downloadable Content,"31 Mar, 2021","Nicalis, Inc.Edmund McMillen",The Binding of Isaac: Repentance,win,"183,96zł",Very Positive,12658,"Action,Adventure,RPG,Roguelike,Difficult,Replay,Value,Action,Roguelike,Gore,Indie,Pixel,Graphics,Multiplayer,Singleplayer,2D,Dungeon,Crawler,Roguelite,Great,Soundtrack,Dark,Procedural,Generation,Atmospheric,Horror"
Utilities,"28 Dec, 2018",THS,Lossless Scaling,win,None,Very Positive,23033,"Utilities,Software,3D,Pixel,Graphics,2D,FPS,Sexual,Content"
Simulation Games,"2 Dec, 2021",Maxim Karpenko,WorldBox - God Simulator,"win,mac,linux",None,Overwhelmingly Positive,38046,"Sandbox,God,Game,Simulation,Pixel,Graphics,Colony,Sim,Life,Sim,Destruction,Building,Artificial,Intelligence,Fantasy,Political,Sim,Indie,Medieval,Relaxing,Management,Procedural,Generation,Politics,Idler,Mythology,Early,Access"
Indie Games/Playstack Franchise,"20 Feb, 2024",LocalThunk,Balatro,"win,mac","125,98zł",Overwhelmingly Positive,118039,"Card,Game,Roguelike,Deckbuilder,Roguelike,Deckbuilding,Singleplayer,Strategy,Pixel,Graphics,Replay,Value,Roguelite,Turn-Based,Card,Battler,Casual,Choices,Matter,Difficult,2D,Turn-Based,Strategy,Relaxing,Indie,Arcade,Procedural,Generation"
Indie Games,"16 May, 2011",Re-Logic,Terraria,"win,mac,linux",None,Overwhelmingly Positive,1115820,"Open,World,Survival,Craft,Sandbox,Survival,2D,Multiplayer,Adventure,Pixel,Graphics,Crafting,Building,Exploration,Co-op,Open,World,Online,Co-Op,Indie,Action,RPG,Singleplayer,Replay,Value,Platformer,Atmospheric"
Action Games/Team17 Digital Franchise,"10 Sep, 2019",The Game Kitchen,Blasphemous,"win,mac,linux","123,16zł",Very Positive,40454,"Metroidvania,Pixel,Graphics,Souls-like,Dark,Fantasy,Gore,2D,Violent,Action,Indie,Difficult,Platformer,Singleplayer,Blood,Adventure,Gothic,Horror,Lore-Rich,Great,Soundtrack,Side,Scroller,Nudity"
RPG Games/KONAMI Franchise,"6 Mar, 2025",KONAMI,Suikoden I&II HD Remaster Gate Rune and Dunan Unification Wars,win,None,Overwhelmingly Positive,1316,"RPG,JRPG,Pixel,Graphics,2D,Story,Rich,Singleplayer,Drama,Fantasy,Turn-Based,Combat,Multiple,Endings,Emotional,1990's,Exploration,CRPG,Controller,Turn-Based,Tactics,War,Tactical,RPG,Medieval,Tactical"
RPG Games,"25 Dec, 2020","OMOCAT, LLC",OMORI,"win,mac","107,08zł",Overwhelmingly Positive,71608,"Psychological,Horror,Story,Rich,Pixel,Graphics,Indie,Great,Soundtrack,RPG,Multiple,Endings,RPGMaker,Hand-drawn,Horror,2D,Colorful,Turn-Based,Atmospheric,Party-Based,RPG,Exploration,JRPG,Stylized,Anime,Fantasy"
Action Games,"2 Apr, 2024",Cubic Games Studio,Pixel Gun 3D: PC Edition,"win,mac","128,78zł",Mixed,37875,"PvP,Pixel,Graphics,Multiplayer,Shooter,FPS,Action,Character,Customization,Combat,First-Person,Battle,Royale,Arena,Shooter,Singleplayer,Third-Person,Shooter,Hero,Shooter,Adventure,Sniper,Lore-Rich,Colorful,Free,to,Play,Voxel"
Adventure Games,"12 Dec, 2019",Fair Games ApS,Necesse,"win,mac,linux","98,95zł",Very Positive,14026,"Open,World,Survival,Craft,Multiplayer,Open,World,Sandbox,Pixel,Graphics,Adventure,Indie,Survival,Crafting,Early,Access,RPG,Co-op,Building,Action,Exploration,Online,Co-Op,Automation,Atmospheric,2D,Base,Building"
Indie Games,"20 Feb, 2012",Wild Shadow StudiosDeca Live Operations GmbH,Realm of the Mad God Exalt,"win,mac",None,Very Positive,46495,"Pixel,Graphics,MMORPG,Free,to,Play,Roguelike,Perma,Death,Action,Roguelike,Bullet,Hell,Difficult,Roguelite,Indie,2D,Action,RPG,Massively,Multiplayer,RPG,Action,Multiplayer,Adventure,Co-op,Online,Co-Op,Fantasy"
Action Games,"14 Jan, 2025",Crackshell,Heroes of Hammerwatch II,win,None,Very Positive,3903,"RPG,Action,RPG,Action,Roguelike,Action,Roguelike,Dungeon,Crawler,Adventure,Roguelite,Procedural,Generation,Hack,and,Slash,Pixel,Graphics,2D,Top-Down,Fantasy,Character,Customization,Medieval,Combat,Multiplayer,Class-Based,Retro"
RPG Games,"7 Jun, 2019",Square EnixACQUIRE Corp.,OCTOPATH TRAVELER™,win,"99,92zł",Very Positive,12086,"RPG,JRPG,Pixel,Graphics,Turn-Based,Story,Rich,Turn-Based,Combat,Singleplayer,Great,Soundtrack,Open,World,Strategy,Adventure,2.5D,Choices,Matter,Anime,Multiple,Endings,Casual,Sandbox,Party-Based,RPG,Management,Simulation"
Strategy Games,"26 Sep, 2019",AnukenDev,Mindustry,"win,mac,linux","14,39zł",Overwhelmingly Positive,19064,"Base,Building,Resource,Management,Tower,Defense,Strategy,Automation,Multiplayer,Sandbox,Building,Co-op,2D,RTS,Online,Co-Op,Pixel,Graphics,Singleplayer,PvE,Survival,Indie,PvP,Management,Action"
Action Games/Akupara Games Franchise/Rain World/Downloadable Content,"28 Mar, 2025",VideocultAkupara Games,Rain World: The Watcher,win,"225,87zł",Mixed,2745,"Difficult,Atmospheric,Survival,Indie,Platformer,Exploration,Pixel,Graphics,Adventure,2D,Open,World,Post-apocalyptic,Cute,2D,Platformer,Survival,Horror,Action,Singleplayer,Metroidvania,Physics,Simulation,Souls-like"
Indie Games,"8 Aug, 2013",Lucas Pope,"Papers, Please","win,mac,linux",None,Overwhelmingly Positive,67058,"Indie,Political,Simulation,Singleplayer,Point,&,Click,Pixel,Graphics,Dystopian,Multiple,Endings,Puzzle,Story,Rich,Retro,Atmospheric,2D,Addictive,Great,Soundtrack,Strategy,Replay,Value,Casual,Difficult,Adventure"
Strategy Games/Ishtar Games Franchise,"9 Mar, 2023",Ishtar Games,The Last Spell,win,"142,96zł",Very Positive,10987,"Strategy,Singleplayer,Turn-Based,Strategy,RPG,Turn-Based,Tactics,Tactical,Turn-Based,Combat,Turn-Based,Tactical,RPG,Strategy,RPG,2D,Dark,Fantasy,Pixel,Graphics,Perma,Death,Roguelite,Tower,Defense,Base,Building,Post-apocalyptic,Fantasy,Roguelike"
Action Games/Infogrames Franchise,"23 May, 2023",SandCastles Studio,Bread & Fred,"win,mac","40,79zł",Very Positive,3603,"Co-op,Local,Co-Op,Cute,Pixel,Graphics,2D,Platformer,Multiplayer,Difficult,Precision,Platformer,2D,Platformer,Local,Multiplayer,Funny,Family,Friendly,Comedy,Online,Co-Op,Snow,Side,Scroller,Controller,Casual,Colorful"
Indie Games/Devolver Digital Franchise,"5 Apr, 2016",Dodge Roll,Enter the Gungeon,"win,linux","102,58zł",Overwhelmingly Positive,74997,"Bullet,Hell,Action,Roguelike,Roguelike,Pixel,Graphics,Difficult,Dungeon,Crawler,Indie,Local,Co-Op,Multiplayer,Twin,Stick,Shooter,Co-op,Action,2D,Top-Down,Shooter,Singleplayer,Loot,Roguelite,Cute,Funny"
Action Games/Team17 Digital Franchise,"24 Aug, 2023",The Game Kitchen,Blasphemous 2,win,"69,49zł",Very Positive,10843,"Combat,Fantasy,Metroidvania,Souls-like,Adventure,2D,Platformer,Pixel,Graphics,Difficult,Side,Scroller,Hack,and,Slash,Unforgiving,2D,Platformer,Action,RPG,Horror,Action-Adventure,Lore-Rich,Story,Rich,Nonlinear,Multiple,Endings"
Animation & Modeling,"22 Feb, 2016",David Capello,Aseprite,"win,mac,linux",None,Overwhelmingly Positive,16959,"Pixel,Graphics,Design,&,Illustration,Animation,&,Modeling,Software,Game,Development,2D,Utilities,Indie,Cute,Retro,Singleplayer,Souls-like"
Adventure Games,Coming soon,Enjoy Studio S.A.,Everwind,win,None,,,"Early,Access,RPG,Pixel,Graphics,Co-op,Open,World,Survival,Sandbox,Adventure,Combat,Procedural,Generation,Online,Co-Op,Destruction,PvE,Building,Exploration,Multiplayer,Singleplayer,3D,Flight,Crafting"
RPG Games,"24 Feb, 2023",Square EnixACQUIRE Corp.,OCTOPATH TRAVELER II,win,"129,50zł",Very Positive,10652,"RPG,Turn-Based,JRPG,2.5D,Party-Based,RPG,Story,Rich,Open,World,Pixel,Graphics,Turn-Based,Combat,Choices,Matter,Cute,Strategy,Anime,Fantasy,Casual,Magic,Adventure,Atmospheric,Singleplayer,Emotional"
Simulation Games,"23 Jul, 2019",mestiez,People Playground,win,None,Overwhelmingly Positive,262243,"Sandbox,Gore,Physics,Blood,Moddable,Violent,2D,Singleplayer,Destruction,Simulation,Funny,Building,Pixel,Graphics,Psychological,Horror,Indie,Action,Casual,Comedy,Horror,Choose,Your,Own,Adventure"
Adventure Games,"15 Nov, 2023",半瓶醋工作室（Half Amateur Studio）,Hero's Adventure: Road to Passion,win,"49,79zł",Very Positive,19992,"RPG,Martial,Arts,Open,World,Multiple,Endings,Strategy,Pixel,Graphics,Indie,Adventure,Singleplayer,Turn-Based,Strategy,Turn-Based,Choose,Your,Own,Adventure,Simulation,Stealth,2D,Drama,Sexual,Content,Anime,RPGMaker,Mature"
Adventure Games/Maximum Entertainment Franchise,"25 Jun, 2024",Polychroma Games,Until Then,"win,linux","55,19zł",Overwhelmingly Positive,7830,"Visual,Novel,Pixel,Graphics,Emotional,Interactive,Fiction,Story,Rich,Drama,2D,Psychological,Mystery,Adventure,LGBTQ+,Casual,Romance,Linear,Side,Scroller,Colorful,Multiple,Endings,Singleplayer,Foreign,Conversation"
Early Access Games,"17 Apr, 2025",Dark Machine Games,White Knuckle,win,None,Overwhelmingly Positive,1659,"Early,Access,Parkour,First-Person,3D,Platformer,Horror,Platformer,Adventure,FPS,Old,School,Score,Attack,Survival,Horror,Precision,Platformer,Roguelike,Pixel,Graphics,Action,Atmospheric,Perma,Death,Dark,Underground,PvE"
RPG Games,"23 Jun, 2015",Turning Wheel LLC,Barony,"win,mac,linux",None,Very Positive,7182,"Dungeon,Crawler,Action,Roguelike,Online,Co-Op,Fantasy,First-Person,Roguelike,Co-op,Co-op,Campaign,Local,Co-Op,Immersive,Sim,Split,Screen,RPG,Difficult,Pixel,Graphics,4,Player,Local,Action,RPG,Voxel,Singleplayer,Moddable,Indie"
Adventure Games/Fireshine Games Franchise,"27 Aug, 2024",Pugstorm,Core Keeper,"win,linux","104,11zł",Very Positive,41123,"Pixel,Graphics,Open,World,Survival,Craft,Online,Co-Op,Sandbox,Survival,Adventure,Crafting,Exploration,2D,Building,Mining,Dungeon,Crawler,Procedural,Generation,Farming,Sim,Relaxing,Cooking,Simulation,Atmospheric,Mystery,Casual"
Casual Games,"15 Feb, 2022",Hot Chill,Anime Gas Station,win,None,Mixed,28,"Casual,Puzzle,2D,Anime,FPS,Cute,Sexual,Content,Relaxing,Indie,Romance,Singleplayer,Linear"
Early Access Games,"8 Nov, 2013",The Indie Stone,Project Zomboid,"win,mac,linux","201,57zł",Very Positive,281975,"Survival,Zombies,Open,World,Multiplayer,Open,World,Survival,Craft,Sandbox,Post-apocalyptic,Co-op,Crafting,Building,Indie,Simulation,RPG,Survival,Horror,Realistic,Isometric,Singleplayer,2D,Adventure,Early,Access"
Indie Games,"4 Apr, 2019",CoolHappy-Game,Happy Anime Puzzle,win,"20,22zł",Mostly Positive,55,"Nudity,Indie,Sexual,Content,Adventure,Simulation,Strategy,Anime,RPG,Puzzle"
Simulation Games,"12 Nov, 2020",True Seria,Anime Studio Tycoon,win,None,Mixed,29,"Strategy,Indie,Casual,Simulation,Anime,Management,Singleplayer,Economy,Sandbox,Difficult,Funny,Addictive,3D,Isometric"
Indie Games,"15 Sep, 2020",SeedWall,Anime Wave Simulator,win,None,Mixed,80,"Arena,Shooter,FPS,Exploration,Open,World,PvE,Shooter,First-Person,3D,Cute,Comic,Book,Action,Parody,Cartoony,Minimalist,Stylized,Loot,Anime,Atmospheric,Comedy,Artificial,Intelligence"
Simulation Games/Factorio/Downloadable Content,"21 Oct, 2024",Wube Software LTD.,Factorio: Space Age,"win,mac,linux",None,Very Positive,5220,"Automation,Base,Building,Resource,Management,Sandbox,Crafting,Strategy,Multiplayer,Survival,Management,Open,World,Building,Co-op,Simulation,2D,Moddable,Indie,Singleplayer,Trains,Pixel,Graphics,City,Builder"
Action Games,"11 Aug, 2021",24 Entertainment,NARAKA: BLADEPOINT,win,None,Mostly Positive,281603,"Battle,Royale,Multiplayer,Martial,Arts,Mature,PvP,Action,Female,Protagonist,Character,Customization,Massively,Multiplayer,Fighting,Survival,Third,Person,Swordplay,Hack,and,Slash,Anime,Parkour,Adventure,Free,to,Play,Violent,Gore"
Simulation Games,"2 Dec, 2021",Maxim Karpenko,WorldBox - God Simulator,"win,mac,linux",None,Overwhelmingly Positive,38046,"Sandbox,God,Game,Simulation,Pixel,Graphics,Colony,Sim,Life,Sim,Destruction,Building,Artificial,Intelligence,Fantasy,Political,Sim,Indie,Medieval,Relaxing,Management,Procedural,Generation,Politics,Idler,Mythology,Early,Access"
Simulation Games,Coming soon,Spicy Noodles,Anime Shop Simulator ✨,win,None,,,"Simulation,Anime,Massively,Multiplayer,Online,Co-Op,Casual,Management,Life,Sim,First-Person,Singleplayer,Relaxing,Immersive,Sim,Collectathon,Trading,Card,Game,Trading,Card,Game,3D,Shop,Keeper,Building,Economy"
Free To Play Games,"19 Apr, 2024",Sweet Momoka,Anime Girl Puzzles,win,None,Very Positive,85,"Casual,Hentai,Anime,Simulation,Female,Protagonist,Arcade,Board,Game,Puzzle,Tabletop,Immersive,Sim,2D,Cartoon,Colorful,Cute,Stylized,Top-Down,Romance,Singleplayer,Mature,Free,to,Play"
Simulation Games/Kairosoft Franchise,"7 Aug, 2022","Kairosoft Co.,Ltd",Anime Studio Story,win,"1 143,57zł",Mostly Positive,60,"Casual,Simulation,Strategy,Pixel,Graphics,Cute,Management,Life,Sim,Anime,2D,Platformer,2D,1990's,Retro,Atmospheric,Singleplayer,Indie,Colony,Sim"
Strategy Games/Hooded Horse Franchise,"26 Apr, 2024",Slavic Magic,Manor Lords,win,"349,94zł",Very Positive,59675,"Strategy,Simulation,RTS,War,City,Builder,Base,Building,Management,Building,Sandbox,Historical,Open,World,Singleplayer,Medieval,Grand,Strategy,Moddable,Real-Time,with,Pause,4X,Resource,Management,Early,Access,Economy"
Simulation Games/Farming Simulator Franchise Franchise,"21 Nov, 2021",Giants Software,Farming Simulator 22,"win,mac","74,99zł",Very Positive,62425,"Simulation,Farming,Sim,Co-op,Multiplayer,Agriculture,Moddable,Management,Sandbox,3D,First-Person,Economy,Open,World,Online,Co-Op,Family,Friendly,Immersive,Sim,Character,Customization,Nature,Horses,Third,Person,America"
Action Games,Q4 2025,Cringe Games Studio,Anime Slayer,win,None,,,"Action,Shooter,Atmospheric,Exploration,3D,Adventure,Anime,Cute,First-Person,Colorful,Comedy,Controller,Indie,Early,Access,Linear,6DOF,Singleplayer,Immersive,Sim"
Adventure Games,"16 Feb, 2017",Expansive Worlds,theHunter: Call of the Wild™,win,"136,91zł",Very Positive,147648,"Hunting,Open,World,Multiplayer,Nature,Relaxing,Stealth,FPS,Sandbox,Survival,Simulation,Realistic,Online,Co-Op,First-Person,Co-op,America,Walking,Simulator,Immersive,Sim,Shooter,Sports,Controller"
Adventure Games,To be announced,PortingProGames,Anime Friends,win,None,,,"Adventure,Casual,Farming,Sim,Life,Sim,RPG,Relaxing,Simulation,Dating,Sim,Sandbox,Choose,Your,Own,Adventure,Cartoony,Cute,Stylized,Building,Crafting,Dragons,Family,Friendly,Character,Customization,Open,World,Story,Rich"
Action Games/Kwalee Ltd Franchise,To be announced,The Wild Gentlemen,RetroSpace,win,None,,,"Boomer,Shooter,FPS,Immersive,Sim,Stealth,Survival,Horror,Shooter,First-Person,Choices,Matter,Action,Sci-fi,Atmospheric,Retro,Satire,Combat,Narrative,Singleplayer,Immersive,Cyberpunk,Adventure,Exploration"
Indie Games,"5 Feb, 2019",Obulum,Retro Vision,win,None,Positive,12,"Indie,Arcade,Music,Casual,Score,Attack,1980s,Music-Based,Procedural,Generation,Addictive,Colorful,Relaxing,Fast-Paced,Great,Soundtrack"
Action Games,To be announced,Hydra Game Works,RetroBlazer,win,None,,,"Action,Arcade,Shooter,Boomer,Shooter,Collectathon,FPS,2.5D,Colorful,First-Person,Stylized,1990's,Mythology,Old,School,Retro,Sci-fi,Combat,Singleplayer,Early,Access"
Action Games,May 2025,Lombard Games,Retro Rugby,win,None,,,"Sports,Action,Football,(American),2D,Isometric,Top-Down,Controller,Pixel,Graphics,Management,Physics,Indie,Retro,Resource,Management,Singleplayer,Rugby"
RPG Games,"21 May, 2021",Boom Team,Retro Racer,win,None,Mixed,24,"Racing,Casual,1980s,Automobile,Sim,Retro,Adventure,RPG,Simulation,Action,Indie,Old,School,Arcade,Driving,Cyberpunk,Auto,Battler,Stylized,Relaxing,Vehicular,Combat,Combat,Racing,Singleplayer"
Adventure Games,Q3 2025,HistoryXPlorer,Retro Relics,win,None,,,"Exploration,Relaxing,Cozy,Nature,RPG,Collectathon,Female,Protagonist,2D,Top-Down,Investigation,Cute,Pixel,Graphics,Walking,Simulator,Historical,Open,World,Controller,Atmospheric,Action,RPG,Story,Rich,Adventure"
